Code,Short Name(In Chinese),Short Name,Full Name,Web Site,
600634,*ST富控, FUKONG INTERACTIVE ,"SHANGHAI FUKONG INTERACTIVE ENTERTAINMENT C0.,LTD",http://www.zpzchina.com/,
600635,大众公用,DZUG,"Shanghai DaZhong Public Utilities (Group) Co.,Ltd",http://www.dzug.cn,
600636,三爱富,CRCH,CHINA REFORM CULTURE HOLDINGS CO.，LTD.,www.crhc-culture.com,
600637,东方明珠,OPG,"Shanghai Oriental Pearl Group Co., Ltd.",www.opg.cn,
600638,新黄浦,NHPRECL,"SHANGHAI NEW HUANG PU REAL ESTATE CO.,LTD.",HTTP://WWW.600638.com,
600639,浦东金桥,Golden Bridge,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd.",http://www.shpdjq.com,
600640,号百控股,BTH,"Besttone Holding co.,Ltd.",http://www.besttoneh.com,
600641,万业企业,SHWY,"SHANGHAI WANYE ENTERPRISES CO.,LTD.",http://www.600641.com.cn,
600642,申能股份,Shenergy,SHENERGY COMPANY LIMITED,http://www.shenergy.net.cn,
600643,爱建集团,AJ,"SHANGHAI AJ GROUP CO.,LTD.",http://www.aj.com.cn,
600644,乐山电力,LEP,"LESHAN ELECTRIC POWER CO.,LTD.",www.lsep.com.cn,
600645,中源协和,VCANBIO,"VCANBIO CELL & GENE ENGINEERING CORP., LTD",www.vcanbio.com,
600647,同达创业,SHTD,"SHANGHAI TONGDA VENTURE CAPITAL CO., LTD．",/,
600648,外高桥,WGQ,"SHANGHAI WAI GAOQIAO FREE TRADE ZONE DEVELOPMENT CO.,LTD.",http://www.waigaoqiao.com.cn,
600649,城投控股,SMI Holding,"Shanghai SMI Holding Co., Ltd.",www.sh600649.com,
600650,锦江投资,JINJIANG INVEST,"Shanghai Jin Jiang International Industrial Investment Co.,Ltd",www.jjtz.com,
600651,飞乐音响,FACS,"Shanghai Feilo Acoustics Co., ltd",www.facs.com.cn,
600652,游久游戏,U9 GAME,"SHANGHAI U9 GAME CO.,LTD.",www.u9game.com.cn,
600653,申华控股,SSHC,"Shanghai Shenhua Holdings Co.,Ltd.",HTTP://www.600653.com.cn,
600654,ST中安,CS,"China Security Co., Ltd",http://www.600654.com/,
600655,豫园股份,YYTM,"SHANGHAI YUYUAN TOURIST MART CO.,LTD",www.yuyuantm.com.cn,
600657,信达地产,Cinda Real Estate,Cinda Real Estate Co.，Ltd.,www.cindare.com,
600658,电子城,BEZ,"Beijing Electronic Zone Investment and Development Co., Ltd",http://www.bez.com.cn,
600660,福耀玻璃,FYG,"FUYAO GLASS INDUSTRY GROUP CO.,LTD",HTTP://WWW.FUYAOGROUP.COM,
600661,昂立教育,SXN,"SHANGHAI XINNANYANG ONLY EDUCATION & TECHNOLOGY CO., LTD",www.xin-ny.com,
600662,强生控股,Qiang  Sheng  Holding,"Shanghai QiangSheng Holding CO.,Ltd.",HTTP://WWW.62580000.com.cn,
600663,陆家嘴,LJZ,"Shanghai Lujiazui Finance & Trade Zone Development Co.,Ltd.",HTTP://WWW.LJZ.COM.CN,
600664,哈药股份,HPGC,"Harbin Pharmaceutical Group CO.,LTD.",http://www.hayao.com,
600665,天地源,TANDE,"Tande CO.,LTD.",www.tande.cn,
600666,奥瑞德,AURORA,"AURORA OPTOELECTRONICS CO.,LTD",www.aurora-sapphire.cn,
600667,太极实业,WXTJ,WUXI TAIJI INDUSTRY COMPANY LIMITED.,http://www.wxtj.com,
600668,尖峰集团,ZJJF,"ZHEJIANG JIANFENG GROUP CO.,LTD",http://www.jianfeng.com.cn,
600671,天目药业,TMSP,"HANGZHOU TIAN-MU-SHAN PHARMACEUTICAL ENTERPRISE CO.,LTD",http://www.hztmyy.com,
600673,东阳光科,"GDHEC CO.,LTD","GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",www.hec-al.com,
600674,川投能源,SCTE,"SICHUAN CHUANTOU ENERGY CO.,LTD.",www.scte.com.cn,
600675,中华企业,CECL.,CHINA ENTERPRISE COMPANY LIMITED,http://www.cecl.com.cn,
600676,交运股份,SJY.,"SHANGHAI JIAO YUN  GROUP CO., LTD.",http://www.cnsjy.com,
600677,航天通信,AEROCOM,"AEROSPACE COMMUNICATIONS HOLDINGS GROUP CO.,LTD.",www.aerocom.cn,
600678,四川金顶,SCGS,"SICHUAN GOLDEN SUMMIT (GROUP) JOINT-STOCK CO., LTD.",http://www.scjd.cn,
600679,上海凤凰,SPEG,"ShangHai Phoenix Enterprise (Group) CO., LTD.",http://www.jskfjs.com,
600681,百川能源,BESTSUN RNREGY ,"BESTSUN RNREGY  CO., LTD.",HTTP://www.bestsungas.com,
600682,南京新百,NJXB,"NANJING XINJIEKOU DEPARTMENT STORE CO.,LTD",HTTP://www.njxb.com,
600683,京投发展,MTL,METRO LAND CORPORATION LTD,http://www.600683.com,
600684,珠江实业,GZPR,"GUANGZHOU PEARL RIVER INDUSRIAL DEVELOPMENT CO.,LTD.",HTTP://WWW.GZZJSY.COM,
600685,中船防务,COMEC,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,comec.cssc.net.cn,
600686,金龙汽车,KLM,"XIAMEN KING LONG MOTOR GROUP CO.,TLD.",www.xmklm.com.cn,
600687,刚泰控股,GTKG,"Gansu Gangtai Holding(Group) Co.,Ltd",www.gangtaikonggu.com.cn,
600688,上海石化,SPC,"SINOPEC SHANGHAI PETROCHEMICAL CO.,LTD",http://www.spc.com.cn,
600689,上海三毛,SMEG,SHANGHAI SANMAO ENTERPRISE (GROUP) CO.，LTD.,www.600689.com,
600690,青岛海尔,HAIER,QINGDAO HAIER CO.，LTD,http://www.haier.net/cn/about_haier/,
600691,阳煤化工,YMCC,"YANGMEI CHEMICAL CO.,LTD",http://www.ymhg.com.cn,
600692,亚通股份,YT,"SHANG HAI YA TONG CO.,LTD.",http://www.shanghaiyatong.com,
600693,东百集团,FJDB,"FUJIAN DONGBAI (GROUP) CO.,LTD.",www.dongbai.com,
600694,大商股份,DS,DASHANG CO.，LTD.,www.dashanggufen.com,
600695,绿庭投资,GIG,"Shanghai Greencourt Investment Group Co., Ltd.",http://www.greencourtinvestment.com,
600696,ST岩石,-,"Shanghai Yanshi Enterprise Development Co., Ltd ",http://www.sh600696.com/,
600697,欧亚集团,CCEG,"CHANG CHUN EURASIA GROUP CO., LTD.",www.cn-eurasiagroup.com,
600698,湖南天雁,HNTY,"HUNAN TYEN MACHINERY CO., LTD",http://www.tyen.com.cn,
600699,均胜电子,NJEC,NINGBO JOYSON ELECTRONIC CORP.,http://www.joyson.cn,
600701,*ST工新,HGDHTED,"HARBIN GONG DA HIGH-TECH ENTERPRISE DEVELOPMENT CO.,LTD.",hit-hi-tech.cn,
600702,舍得酒业,-,"Shede Spirits Co., Ltd.",http://www.chinatuopai.com,
600703,三安光电,SAN'AN OPTO,"SAN'AN OPTOELECTRONICS CO.,LTD",www.sanan-e.com,
600704,物产中大,-,"Wuchan Zhongda Group Co., Ltd.",-,
600705,中航资本,AVIC CAPITAL,"AVIC CAPITAL CO.,LTD.",http://www.aviccapital.com,
600706,曲江文旅,QJCT,"XI’AN QUJIANG CULTURAL TOURISM CO.,LTD.",www.qjtourism.com,
600707,彩虹股份,CDD,"CAIHONG DISPLAY DEVICES CO.,LTD.",http://www.chgf.com.cn,
600708,光明地产,-,"BRIGHT REAL ESTATE GROUP CO.,LIMITED",www.bre600708.com,
600710,苏美达,SUMEC,SUMEC CORPORATION LIMITED,www.sumec.com,
600711,盛屯矿业,CTM,"CHENGTUN MINING GROUP CO.,LTD",www.600711.com,
600712,南宁百货,N.N.STORE,"NANNING DEPARTMENT STORE CO.,LTD.",http://www.nnbh.com.cn,
600713,南京医药,NPC,NanJing Pharmaceutical Company Limited,www.njyy.com,
600714,金瑞矿业,Jinrun Mineral ,"Qinghai Jinrun Mineral Development Co., Ltd",-,
600715,文投控股,CIH,CULTURAL INVESTMENT HOLDINGS CO.，LTD.,无,
600716,凤凰股份,PHOENIX PROPERTY,JIANGSU PHOENIX PROPERTY INVESTMENT COMPANY LIMITED,http://www.fhzy.cn/,
600717,天津港,TIANJIN PORT,"TIANJIN PORT HOLDINGS CO.,LTD.",www.tianjin-port.com,
600718,东软集团,Neusoft,Neusoft Corporation,http://www.neusoft.com,
600719,大连热电,DTPC,"DALIAN THERMAL POWER CO.,LTD.",http://www.dlrd.com,
600720,祁连山,QLS,"GANSU QILIANSHAN CEMENT GROUP CO.,LTD.",www.qlssn.com,
600721,百花村,BHC,"Xinjiang Baihuacun co.,ltd",www.xjbhc.net,
600722,金牛化工,JINNIU CHEMICAL,"HEBEI JINNIU CHEMICAL INDUSTRIAL CO.,LTD",www.hbjnhg.com,
600723,首商股份,BCRG,"Beijing Capital Retailing Group Co., Ltd.",http://www.xdsc.com.cn,
600724,宁波富达,NINGBOFUDA,NINGBO FUDA COMPANY LIMITED,http://www.Fuda.com,
600725,ST云维,YNYW,YUNNAN YUNWEI COMPANY LIMITED,http://www.ywgf.cn,
600726,华电能源,HDECL,Huadian Energy Company Limited,-,
600727,鲁北化工,LBC,"SHANDONG LUBEI CHEMICAL CO.,LTD.",http://www.lubeichem.com,
600728,佳都科技,PCI-STCL,"PCI-SUNTEK TECHNOLOGY CO., LTD.",HTTP://www.pcitech.com,
600729,重庆百货,CBEST,"CHONGQING DEPARTMENT STORE CO.,LTD.",http://www.e-cbest.com,
600730,中国高科,CHINA HI-TECH,"CHINA HI-TECH GROUP CO.,LTD.",http://www.chinahitech.com.cn,
600731,湖南海利,HLC,"HUNAN HAILI CHEMICAL INDUSTRY CO.,LTD.",http://www.hnhlc.com,
600732,ST新梅,Shanghai Xinmei,"SHANGHAI XINMEI REAL ESTATE CO., LTD.",http://www.600732.com.cn/,
600733,北汽蓝谷,QFEC,"BluePark New Energy Technology Co,.Ltd",-,
600734,实达集团,SG,Fujian Start Group Co. Ltd,http://www.start.com.cn/,
600735,新华锦,HIKING,"SHANDONG HIKING INTERNATIONAL CO., LTD.",-,
600736,苏州高新,SZNH,"SUZHOU NEW DISTRICT HI-TECH INDUSTRIAL CO.,LTD",HTTP://WWW.sndnt.com,
600737,中粮糖业,Cofco  Tunhe  ,"COFCO TUNHE SUGAR  CO.,LTD.",HTTP://WWW.TUNHE.COM,
600738,兰州民百,LZMB,"LANZHOU MINBAI SHAREHOLDING (GROUP) CO.,LTD.",HTTP://www.lzminbai.com.cn,
600739,辽宁成大,LNCD,"LIAONING CHENGDA CO.,LTD.",http://www.chengda.com.cn,
600740,山西焦化,SCC,"SHAN XI COKING CO.,LTD",www.sxjh.com.cn,
600741,华域汽车,HASCO,HUAYU Automotive Systems Company Limited,www.huayu-auto.com,
600742,一汽富维,FAWAY,"Changchun FAWAY Automobile Components Co., Ltd",www.fawfw.com.cn,
600743,华远地产,HY PROPERTY,"HUAYUAN PROPERTY CO.,LTD.",www.hy-online.com,
600744,华银电力,DHEP,"DATANG HUAYIN ELECTRIC POWER CO.,LTD.",HTTP://WWW.HYPOWER.COM.CN,
600745,闻泰科技,WINGTECH,"Wingtech Technology Co.,Ltd.",http://www.wingtech.com,
600746,江苏索普,SOPO,JIANGSU SOPO CHEMICAL CO.LTD.,Http://www.sopo.com.cn,
600747,ST大控,dldf,"DALIAN DAFU ENTERPRISES HOLDINGS CO.,LTD",www.dl-hold.com,
600748,上实发展,SID,"SHANGHAI INDUSTRIAL DEVELOPMENT CO.,LTD.",www.sidlgroup.com,
600749,*ST藏旅,TIBET TOURISM,"TIBET TOURISM CO.,LTD",http://www.600749.com,
600750,江中药业,JZYY,"JIANGZHONG PHARMACEUTICAL CO.,LTD",http://www.jzjt.com,
600751,海航科技,HNA Technology,"HNA Technology Co.,Ltd.",www.tianhaiinvestment.com,
600753,东方银星,HOSSI,HENAN  ORIENTAL SILVER STAR INVESTMENT CO.LTD,-,
600754,锦江股份,JINJIANG SHARES,"Shanghai Jin Jiang International Hotels Development Co.,Ltd.",Http://www.jinjianghotels.sh.cn,
600755,厦门国贸,ITG,"XIAMEN INTERNATIONAL TRADE GROUP CORP., LTD.",http：//www.itg.com.cn,
600756,浪潮软件,ISS,"Inspur software  Co.,Ltd.",HTTP://WWW.Inspur.com.cn,
600757,长江传媒,CJPL,"Changjiang Publishing & Media Co.,Ltd",http://www.cjcb.com.cn/,
600758,红阳能源,HYNY,LIAONING HONGYANG ENERGY RESOURCE INVEST Co.Ltd.,-,
600759,洲际油气,Geo-Jade Petroleum,Geo-Jade Petroleum Corporation,http://www.sse.com.cn,
600760,中航沈飞,AVIC SAC,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,-,
600761,安徽合力,AHHL,"ANHUI HELI CO.,LTD.",http://www.helichina.com,
600763,通策医疗,TCMEDICAL,TOPCHOICE MEDICAL INVESTMENT CO.INC,www.tcmedical.com.cn,
600764,中国海防,-,China Marine Information Electronics Company Limited,www.cecgt.com,
600765,中航重机,AVICHM,"AVIC HEAVY MACHINERY CO.,LTD.",http://www.avichm.com,
600766,园城黄金,yuancheng gold,"YanTai Yuancheng Gold CO.,LTD .",-,
600767,ST运盛,-,"WINSAN(SHANGHAI)  MEDICAL SCIENCE AND TECHNOLOGY CO.,LTD",http://www.winsan.cn,
600768,宁波富邦,NBFB,"NINGBO FUBANG JINGYE GROUP Co,.LTD",HTTP://www.600768.com.cn,
600769,祥龙电业,XLDY,"WUHAN XIANGLONG POWER INDUSTRY CO,LTD.",-,
600770,综艺股份,JSZY,"Jiangsu Zongyi Co.,LTD",http://www.600770.com,
600771,广誉远,GuangYuYuan,"GuangYuYuan Chinese Herbal Medicine Co., Ltd.",http://www.guangyuyuan.com,
600773,西藏城投,TUDI,"Tibet Urban Development and Investment Co.,LTD",http://www.600773sh.com,
600774,汉商集团,HSGC,"WUHAN HANSHANG GROUP CO.,LTD.",http://www.whhsg.com,
600775,南京熊猫,NPEC,NANJING PANDA ELECTRONICS COMPANY LIMITED,http://www.panda.cn,
600776,东方通信,Eastcom,"EASTERN COMMUNICATIONS CO.,LTD.",http://www.eastcom.com,
600777,新潮能源,XCEC,SHANDONG XINCHAO ENERGY CORPORATION LIMITED,http://WWW.xinchashiye.com,
600778,*ST友好,YOUHAO GROUP,"XINJIANG YOUHAO (GROUP) CO.,LTD",http://www.xjyh.com,
600779,水井坊,SCSF,"SICHUAN SWELLFUN CO.,LTD",www.swellfun.com,
600780,通宝能源,TEC,TOP ENERGY COMPANY LTD.SHANXI,http://www.600780.com.cn,
600781,辅仁药业,FUREN,"FUREN Group Pharmaceutical Co.,Ltd.",http://www.shfuren.cn,
600782,新钢股份,xinsteel,"Xinyu Iron ＆ Steel Co.,Ltd",http://www.xinsteel.com.cn,
600783,鲁信创投,"Luxin Co.,","Luxin Venture Capital Group Co., Ltd.",HTTP://WWW.600783.CN,
600784,鲁银投资,LUYIN INVEST,"LUYIN INVESTMENT GROUP CO.,LTD.",-,
600785,新华百货,XHCG,"YINCHUAN XINHUA COMMERCIAL (GROUP) CO.,LTD.",www.xhds.com.cn,
600787,中储股份,CMST,"CMST Development Co.,Ltd.",www.cmstd.com.cn,
600789,鲁抗医药,LKPC,"SHANDONG LUKANG PHARMACEUTICAL CO.,LTD.",www.lkpc.com,
600790,轻纺城,L&T  City,"ZheJiang China Light&Textile Industrial City Group Co.,Ltd.",http://www.qfcgroup.com,
600791,京能置业,BEH-ZY,"BEH-PROPERTY CO., LTD",WWW.BEH-ZY.COM,
600792,云煤能源,YNCE,"Yunnan Coal & Energy Co.,Ltd.",http://www.ymnygf.com,
600793,宜宾纸业,Yibin Paper,"YibinpaperindustryCO.,LTD",HTTP://WWW.yb-zy.com,
600794,保税科技,ZFTC,"ZHANGJIAGANG FREETRADE SCIENCE & TECHNOLOGY GROUP CO., LTD.",www.zftc.net,
600795,国电电力,GDPD,"GD POWER DEVELOPMENT CO., LTD",www.600795.com.cn,
600796,钱江生化,QJBIOCH,ZHEJIANG QIANJIANG BIOCHEMICAL COMPANY LIMITED,http://www.600796.com,
600797,浙大网新,INSIGMA,"INSIGMA TECHNOLOGY CO.,LTD.",www.insigma.com.cn,
600798,宁波海运,NBMC,NINGBO MARINE COMPANY LIMITED.,http//www.nbmc.com.cn,
600800,天津磁卡,GMCC,"TIAN JIN GLOBAL MAGNETIC CARD CO.,LTD",HTTP://www.gmcc.com.cn,
600801,华新水泥,HUAXINCEM,"HUAXIN  CEMENT  CO.,  LTD.",http//www.huaxincem .com,
600802,福建水泥,FJC,FUJIAN CEMENT INC.,http://www.fjcement.com/,
600803,新奥股份,ENN-EC,"ENN Ecological Holdings  Co.,LTD",http://www.enn-ec.com.cn,
600804,鹏博士,DR.PENG,"DR.PENG TELECOM&MEDIA GROUP CO.,LTD.",http://www.drpeng.com.cn,
600805,悦达投资,Yueda Inv.,Jiangsu Yueda Investment Co.Ltd.,http://www.yuedainvest.com,
600807,*ST天业,S.T.H,"Shandong Tyan Home Co.,Ltd",www.tyanhome.com.cn,
600808,马钢股份,MAS C.L.,MAANSHAN IRON & STEEL COMPANY LIMITED,http://www.magang.com.cn,
600809,山西汾酒,Shanxi Fen Wine,"SHANXI XINGHUACUN FEN WINE FACTORY  CO.,LTD",http://www.fenjiu.com.cn,
600810,神马股份,SMIC,"SHEN MA INDUSTRY CO.,LTD",www.shenma.com,
600811,东方集团,OGI,ORIENT GROUP INCORPORATION,http：//www.china-orient.com,
600812,华北制药,NCPC,NORTH CHINA PHARMACEUTICAL COMPANY. LTD,HTTP://www.ncpc.cn,
600814,杭州解百,HJBG,"HANGZHOU JIEBAI GROUP CO., LIMITED.",http://www.jiebai.com,
600815,厦工股份,XGMA,Xiamen XGMA Machinery Company Limited.,www.xiagong.com,
600816,安信信托,AXXT,"ANXIN TRUST CO.,LTD",http://www.anxintrust.com,
600817,ST宏盛,HST,"XI'AN HONGSHENG TECHNOLOGY CO.,LTD.",-,
600818,中路股份,ZLC,"ZHONGLU CO,.LTD.",http://www.600818.cn,
600819,耀皮玻璃,SYP,"SHANGHAI YAOHUA PILKINGTON GLASS GROUP CO,LTD.",www.sypglass.com,
600820,隧道股份,STEC,"SHANGHAI TUNNEL ENGINEERING CO.,LTD.",www.stec.net,
600821,津劝业,TJQYC,"Tianjin Quan Ye Chang (Group) Co., Ltd",http://www.qyc.com.cn/,
600822,上海物贸,SMTC,"Shanghai Material Trading Co., Ltd.",http://www.shwmzx.com/,
600823,世茂股份,SMC,"Shanghai Shimao Co.,Ltd",http://www.shimaoco.com,
600824,益民集团,YIMIN GROUP,"SHANGHAI YIMIN COMMERCIAL GROUP CO., LTD.",HTTP://www.yimingroup.com,
600825,新华传媒,Xinhua Media,"Shanghai Xinhua Media Co., Ltd",http://www.xhmedia.com,
600826,兰生股份,LANSHENG,SHANGHAI LANSHENG CORPORATION,http://www.lansheng.com,
600827,百联股份,SBGCL,"SHANGHAI BAILIAN GROUP CO., LTD.",http://www.bailian.sh.cn,
600828,茂业商业,Maoye Commercial ,"Maoye Commercial Co.,Ltd.",HTTP://www.cpds.cn,
600829,人民同泰,HRPC,HPGC Renmintongtai Pharmaceutical Corporation,www.hyrmtt.com.cn,
600830,香溢融通,SLT,"SUNNY LOAN TOP CO.,LTD",http://www.sunnyloantop.cn,
600831,广电网络,SXBN,SHAANXI BROADCAST & TV NETWORK INTERMEDIARY （GROUP）CO.LTD,http://www.600831.com,
600833,第一医药,NO.1.PHARMAC,"SHANGHAI NO.1 PHARMACY CO.,LTD.",http://www.shdyyy.com.cn,
600834,申通地铁,shentong metro,"Shanghai Shentong Metro Co., Ltd.",www.shtmetro.com,
600835,上海机电,SMEIC,"Shanghai Mechanical & Electrical Industry CO., LTD.",http://www.chinasec.cn,
600836,界龙实业,J.L.C,SHANGHAI JIELONG GROUP INDUSTRY CORPORATION LIMITED,http://www.jielongcorp.com,
600837,海通证券,"HAITONG Securities Co.,Ltd.",HAITONG Securities Company Limited,www.htsec.com,
600838,上海九百,SHJB,"SHANGHAI JOIN BUY CO.,LTD.",www.shjb600838.com,
600839,四川长虹,CHANGHONG,"SICHUAN CHANGHONG ELECTRIC CO.,LTD.",http://www.changhong.com,
600841,上柴股份,SDEC,SHANGHAI DIESEL ENGINE COMPANY LIMITED,http://www.sdec.com.cn,
600843,上工申贝,ShangGong Group,"Shang Gong Group Co., Ltd.",http://www.sgsbgroup.com,
600844,丹化科技,DHCT,"DANHUA CHEMICAL TECHNOLOGY CO., LTD.",www.600844.com,
600845,宝信软件,Baosight,"Shanghai Baosight Software Co., Ltd.",HTTP://www.baosight.com,
600846,同济科技,TJKJ,"SHANGHAI TONGJI SCIENCE & TECHNOLOGY INDUSTRIAL CO.,LTD",wwww.tjkjsy.com.cn,
600847,万里股份,Wanli New Energy,"Chongqing Wanli New Energy Co.,Ltd.",www.cqwanli.com,
600848,上海临港,SLHC,Shanghai Lingang Holdings Corporation Limited,www.linganginvestment.com,
600850,华东电脑,ECC,"SHANGHAI EAST-CHINA COMPUTER CO.,LTD",www.shecc.com,
600851,海欣股份,HX GROUP,"SHANGHAI HAIXIN GROUP CO., LTD.",http//www.haixin.com,
600853,龙建股份,LJRB,"LONGJIAN ROAD & BRIDGE CO.,LTD.",www.longjianlq.com,
600854,春兰股份,CHUNLAN,"JIANGSU CHUNLAN REFRIGERATING EQUIPMENT STOCK CO.,LTD",HTTP://WWW.CHUNLAN.COM,
600855,航天长峰,ASCF,"BEIJING AEROSPACE CHANGFENG CO.,LTD.",http://www.ascf.com.cn,
600856,中天能源,-,Changchun  Sinoenergy  Corporation,http://www.snencn.cn,
600857,宁波中百,NBZB,"NINGBO ZHONGBAI CO., LTD.",www.600857.com.cn,
600858,银座股份,INZONE,"INZONE GROUP CO.,LTD",http://www.yinzuostock.com,
600859,王府井,Wangfujing,"WANGFUJING GROUP CO., LTD.",http://www.wfj.com.cn,
600860,京城股份,JINGCHENG MAC,Beijing Jingcheng Machinery Electric Company Limited,www.btic.com.cn,
600861,北京城乡,BURCG,"BEIJING URBAN-RURAL COMMERCIAL (GROUP) CO., LTD. ",www.bjcx.com.cn,
600862,中航高科,-,"Avic Aviation High-Technology  Co., Ltd.",http://www.avicht.cn,
600863,内蒙华电,NMHD,INNER MONGOLIA MENGDIAN HUANENG THERMAL POWER CORPORATION LI,WWW.NMHDWZ.COM,
600864,哈投股份,HTGF,"HARBIN HATOU INVESTMENT CO.,LTD",-,
600865,百大集团,BAIDA GROUP,"BAIDA GROUP CO.,LTD",www.baidagroup.com,
600866,星湖科技,STARLAKE SCIENCE,"STAR LAKE BIOSCIENCE CO.,INC. ZHAOQING GUANGDONG",http://www.starlake.com.cn,
600867,通化东宝,THDB,"TONGHUA DONGBAO PHARMACEUTICAL CO.,LTD.",http://www.thdb.com,
600868,梅雁吉祥,MEI YAN,"Guangdong Meiyan jixiang Hydropower Co.,Ltd.",http://www.chinameiyan.com/,
600869,智慧能源,Smarter Energy,"Far East Smarter Energy Co.,Ltd",HTTP://WWW.600869.com,
600870,*ST厦华,XOCECO,"XIAMEN OVERSEAS CHINESE ELECTRONIC CO.,LTD.",-,
600871,*ST油服,SSC,SINOPEC OILFIELD SERVICE CORPORATION,http://ssc.sinopec.com,
600872,中炬高新,JonJee Hi-tech,"JONJEE HI-TECH INDUSTRIAL & COMMERCIAL HOLDING CO.,LTD",HTTP://WWW.JONJEE.COM,
600873,梅花生物,MEIHUA BIO,"MeiHua Holdings Group Co.,Ltd",http://www.meihuagrp.com,
600874,创业环保,TCEPC,Tianjin Capital Environmental Protection Group Company Limited,www.tjcep.com,
600875,东方电气,DEC,DONGFANG ELECTRIC CORPORATION LIMITED,http://www.dec-ltd.cn/,
600876,洛阳玻璃,LYG,LUOYANG GLASS COMPANY LIMITED,http://www.zhglb.com/,
600877,ST嘉陵,JIALING,"CHINA JIALING INDUSTRIAL CO.,LTD.(GROUP)",http://www.jialing.com.cn,
600879,航天电子,CATEC-LTD,"China Aerospace Times Electronics CO., LTD.",http:// www.catec-ltd.cn,
600880,博瑞传播,B-RAYMEDIA,"Chengdu B-ray Media Co.,Ltd",www.b-raymedia.com,
600881,亚泰集团,YTG,"JILIN YATAI (GROUP) CO., LTD.",www.yatai.com,
600882,妙可蓝多,Milkground,"Shanghai Milkground Food Tech Co., Ltd.",http://www.groundmilk.com,
600883,博闻科技,YBTI,"Yunnan Bowin Technology&Industry Co.,Ltd.",http://www.ynbowin.com,
600884,杉杉股份,NBSS,"NINGBO SHANSHAN CO.,LTD.",http://www.ssgf.net,
600885,宏发股份,Hongfa,Hongfa Technology Co.，Ltd.,www.hongfa.com,
600886,国投电力,SDIC Power,"SDIC Power Holdings Co.,Ltd.",http://www.sdicpower.com,
600887,伊利股份,YILI,"INNER MONGOLIA YILI INDUSTRIAL GROUP CO.,LTD",http://www.yili.com,
600888,新疆众和,XJJW,"XINJIANG JOINWORLD CO.,LTD.",HTTP://www.joinworld.com,
600889,南京化纤,NCFC,NANJING CHEMICAL FIBRE CO.LTD,HTTP://WWW.viscosefibre.com,
600890,中房股份,CRED HOLDING,"CRED HOLDING CO.,LTD",http：//www.credholding.com,
600891,秋林集团,ＨＱＬ,"HARBIN CHURIN GROUP JOINTSTOCK CO.,LTD.",http://WWW.qlgroup.com.cn,
600892,大晟文化,DASHENG CULTURE,"DASHENG TIMES CULTURAL INVESTMENT CO.,LTD.",www.600892.com.cn,
600893,航发动力,AECC AP,"AECC AVIATION POWER CO,LTD",hfdl.aecc.cn,
600894,广日股份,GRI,"GUANGZHOU GUANGRI STOCK CO.,LTD.",http://www.guangrigf.com/index.aspx,
600895,张江高科,ZJHTC,"SHANGHAI ZHANGJIANG HI-TECH PARK DEVELOPMENT CO.,LTD",http://www.600895.com,
600896,*ST海投,LMI,"LANHAI MEDICAL INVESTMENT CO., LTD.",http://www.lanhaimedical.com,
600897,厦门空港,XIAC,"Xiamen International Airport Co.,Ltd",http://www.xiamenairport.com.cn,
600898,国美通讯,GMTC,"Gome Telecom Equipment Co., Ltd.",-,
600900,长江电力,CYPC,"China Yangtze Power Co.,ltd.",http://www.cypc.com.cn,
600901,江苏租赁,JFL,"Jiangsu Financial Leasing Co.,Ltd.",www.jsleasing.cn,
600903,贵州燃气,Guizhou Gas,Guizhou Gas Group Corporation Ltd.,www.guizhougas.com,
600908,无锡银行,Wuxi Rural Commercial Bank,"Wuxi Rural Commercial Bank Co., Ltd.",http://www.wrcb.com.cn/,
600909,华安证券,HUAAN SECURITIES,"HUAAN SECURITIES CO., LTD.",www.hazq.com,
600917,重庆燃气,CQGAS,Chongqing Gas Group Corporation Ltd.,http://www.cqgas.cn/,
600919,江苏银行,BANK OF JIANGSU,"BANK OF JIANGSU CO., LTD.",http://www.jsbchina.cn,
600926,杭州银行,BANK OF HANGZHOU,"BANK OF HANGZHOU CO.,LTD.",www.hzbank.com.cn,
600928,西安银行,BANK OF XI'AN,"BANK OF XI'AN CO.,LTD.",http://www.xacbank.com,
600929,湖南盐业,-, ＨＵＮＡＮ ＳＡＬＴ ＩＮＤＵＳＴＲＹ ＣＯ． ， ＬＴＤ,http://www.hnsc.cc/,
600933,爱柯迪,IKD,"IKD Co., Ltd.",www.ikd-china.com,
600936,广西广电,-,-,-,
600939,重庆建工,CCEGC,CHONGQING CONSTRUCTION ENGINEERING GROUP CORPORATION LIMITED,www.ccegc.cn,
600958,东方证券,ORIENT SECURITIES ,ORIENT SECURITIES COMPANY LIMITED,http://www.dfzq.com.cn/,
600959,江苏有线,JSCN,Jiangsu Broadcasting Cable Information Network Corporation Limited,www.jscnnet.com,
600960,渤海汽车,BHAS,Bohai Automotive Systems CO.，LTD. ,www.bhpiston.com,
600961,株冶集团,ZHUZHOU SMELTER,"ZHUZHOU SMELTER GROUP CO.,LTD.",http://www.torchcn.com,
